FHEFHJEDJLD	OJANKKMKIFM	PFCMGBCAJMF	item_id	BPCBAFLKJIP	suit_id	DDPPJDFLADO	APGDLLPCHDI	FPIPBABGLFP	equipment_type	OKHBENCNOLF
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel01.tga"	"Pause_Music_DiaoLv_Icon_Test"	31021	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	1	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel01.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel02.tga"	"Pause_Music_DiaoLv_Icon_Test"	31022	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	2	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel02.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel03.tga"	"Pause_Music_DiaoLv_Icon_Test"	31023	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	3	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel03.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel04.tga"	"Pause_Music_DiaoLv_Icon_Test"	31024	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	4	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel04.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel05.tga"	"Pause_Music_DiaoLv_Icon_Test"	31025	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	5	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel05.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel06.tga"	"Pause_Music_DiaoLv_Icon_Test"	31026	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	6	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel06.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel01.tga"	"Pause_Music_DiaoLv_Icon_Test"	31031	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	1	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel01.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel02.tga"	"Pause_Music_DiaoLv_Icon_Test"	31032	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	2	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel02.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel03.tga"	"Pause_Music_DiaoLv_Icon_Test"	31033	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	3	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel03.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel04.tga"	"Pause_Music_DiaoLv_Icon_Test"	31034	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	4	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel04.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel05.tga"	"Pause_Music_DiaoLv_Icon_Test"	31035	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	5	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel05.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel06.tga"	"Pause_Music_DiaoLv_Icon_Test"	31036	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	6	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel06.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel01.tga"	"Pause_Music_DiaoLv_Icon_Test"	31041	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_01.prefab"	1	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel01.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel02.tga"	"Pause_Music_DiaoLv_Icon_Test"	31042	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_01.prefab"	2	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel02.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel03.tga"	"Pause_Music_DiaoLv_Icon_Test"	31043	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_01.prefab"	3	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel03.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel04.tga"	"Pause_Music_DiaoLv_Icon_Test"	31044	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_01.prefab"	4	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel04.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel05.tga"	"Pause_Music_DiaoLv_Icon_Test"	31045	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_01.prefab"	5	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel05.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroFrontLabel06.tga"	"Pause_Music_DiaoLv_Icon_Test"	31046	"UI/Textures/3DSuit/Disk/3DSuitWoodpeckerElectro.tga"	31000	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitWoodpeckerElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_01.prefab"	6	"UI/Textures/3DSuit/BackLabel/WoodpeckerElectro/3DSuitWoodpeckerElectroBackLabel06.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel01.tga"	"Pause_Music_DiaoLv_Icon_Test"	31121	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	1	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel01.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel02.tga"	"Pause_Music_DiaoLv_Icon_Test"	31122	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	2	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel02.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel03.tga"	"Pause_Music_DiaoLv_Icon_Test"	31123	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	3	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel03.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel04.tga"	"Pause_Music_DiaoLv_Icon_Test"	31124	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	4	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel04.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel05.tga"	"Pause_Music_DiaoLv_Icon_Test"	31125	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	5	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel05.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel06.tga"	"Pause_Music_DiaoLv_Icon_Test"	31126	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_03.prefab"	6	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel06.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel01.tga"	"Pause_Music_DiaoLv_Icon_Test"	31131	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	1	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel01.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel02.tga"	"Pause_Music_DiaoLv_Icon_Test"	31132	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	2	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel02.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel03.tga"	"Pause_Music_DiaoLv_Icon_Test"	31133	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	3	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel03.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel04.tga"	"Pause_Music_DiaoLv_Icon_Test"	31134	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	4	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel04.tga"
"Play_Music_DiaoLv_Icon_Test"	"UI/Textures/3DSuit/FrontLabel/PufferElectro/3DSuitPufferElectroFrontLabel05.tga"	"Pause_Music_DiaoLv_Icon_Test"	31135	"UI/Textures/3DSuit/Disk/3DSuitPufferElectro.tga"	31100	"UI/Sprite/A1DynamicLoad/IconSuit/UnPacker/SuitPufferElectro.png"	TRUE	"UI/3D/Role/Interface_Prop_Disk_02.prefab"	5	"UI/Textures/3DSuit/BackLabel/PufferElectro/3DSuitPufferElectroBackLabel05.tga"
